t,a
1533835520.2929595 ,0.9645521640777588
1533835520.4101207 ,0.9962327480316162
1533835520.527103 ,1.0193839073181152
1533835520.6443243 ,0.9901403188705444
1533835520.7615476 ,0.9747873544692993
1533835520.8786888 ,1.0020813941955566
1533835520.9959111 ,1.0340057611465454
1533835521.1129515 ,0.9998881816864014
1533835521.2300582 ,0.9803923964500427
1533835521.3473039 ,1.0252326726913452
1533835521.4644003 ,1.0123167037963867
1533835521.5815895 ,0.9964764714241028
1533835521.6986992 ,0.9933083653450012
1533835521.8157897 ,1.0276695489883423
1533835521.9328654 ,1.0274258852005005
1533835522.0524554 ,0.9838041663169861
1533835522.1696541 ,1.0089049339294434
1533835522.286833 ,1.0274258852005005
1533835522.4040153 ,0.9923335909843445
1533835522.521117 ,0.9925772547721863
1533835522.6381366 ,1.02157723903656
1533835522.7552197 ,0.9981822967529297
1533835522.8723125 ,0.9791739583015442
1533835522.9893928 ,0.9920898675918579
1533835523.106441 ,1.01719069480896
1533835523.2234652 ,0.9382328391075134
1533835523.34075 ,0.9740563035011292
1533835523.4578907 ,1.0498460531234741
1533835523.5750952 ,1.0110981464385986
1533835523.6922464 ,0.9611403942108154
1533835523.8093529 ,0.9850226640701294
1533835523.926435 ,1.0135352611541748
1533835524.0435448 ,0.9396950602531433
1533835524.1605897 ,0.9633336067199707
1533835524.2776937 ,1.0583754777908325
1533835524.394835 ,1.0291317701339722
1533835524.5119383 ,0.9667453765869141
1533835524.6289923 ,0.9745436906814575
1533835524.7460618 ,1.025476336479187
1533835524.8631494 ,1.0266947746276855
1533835524.9802008 ,0.9772243499755859
1533835525.0974178 ,1.010123372077942
1533835525.2150474 ,1.030593991279602
1533835525.3323345 ,0.9484680891036987
1533835525.4494896 ,0.9916024804115295
1533835525.5664532 ,1.0349805355072021
1533835525.6834908 ,1.0071990489959717
1533835525.8005912 ,0.9677202105522156
1533835525.9176996 ,0.9713756442070007
1533835526.0347571 ,1.0201150178909302
1533835526.1518066 ,0.9389639496803284
1533835526.2689435 ,0.9635773301124573
1533835526.3861787 ,1.0369300842285156
1533835526.5032835 ,1.01719069480896
1533835526.620511 ,0.9677202105522156
1533835526.7376366 ,0.9611403942108154
1533835526.854763 ,1.0052495002746582
1533835526.9718657 ,0.9377454519271851
1533835527.0889173 ,0.9621151685714722
1533835527.2059562 ,1.0425350666046143
1533835527.3231385 ,1.013778805732727
1533835527.440343 ,0.9672328233718872
1533835527.5574331 ,0.9713756442070007
1533835527.6744776 ,1.01572847366333
1533835527.7915502 ,1.040341854095459
1533835527.908625 ,0.9777117371559143
1533835528.0256784 ,0.9764932990074158
1533835528.142872 ,1.0288881063461304
1533835528.2601264 ,1.0408293008804321
1533835528.3773437 ,0.994283139705658
1533835528.4944696 ,1.0042747259140015
1533835528.6115067 ,1.038392186164856
1533835528.728598 ,1.0103671550750732
1533835528.8458161 ,0.9755184650421143
1533835528.962912 ,0.9974511861801147
1533835529.079968 ,1.0142662525177002
1533835529.1970074 ,0.9855100512504578
1533835529.3141334 ,0.9552916288375854
1533835529.4313524 ,1.0015939474105835
1533835529.54845 ,1.0074427127838135
1533835529.665652 ,0.9747873544692993
1533835529.7828317 ,0.9752748012542725
1533835529.8999317 ,0.999400794506073
1533835530.0169888 ,1.000375509262085
1533835530.134015 ,0.9859974384307861
1533835530.2510655 ,0.9799050092697144
1533835530.368262 ,1.029375433921814
1533835530.4852989 ,1.0154846906661987
1533835530.602455 ,0.9762495756149292
1533835530.7195327 ,1.0084174871444702
1533835530.8367376 ,1.0291317701339722
1533835530.9540346 ,0.9423757195472717
1533835531.0723372 ,0.9774680733680725
1533835531.189558 ,1.0498460531234741
1533835531.306826 ,1.0374175310134888
1533835531.4239938 ,0.9708882570266724
1533835531.5411808 ,1.0410728454589844
1533835531.6582227 ,1.0444847345352173
1533835531.7752998 ,0.9516361951828003
1533835531.892495 ,0.9626024961471558
1533835532.0095708 ,1.0130478143692017
1533835532.1266067 ,1.021089792251587
1533835532.2436416 ,0.9613840579986572
1533835532.3609746 ,0.9599218368530273
1533835532.478093 ,1.015241026878357
1533835532.5952578 ,0.9499303102493286
1533835532.7124345 ,0.9621151685714722
1533835532.829531 ,1.0386359691619873
1533835532.9466264 ,1.0184091329574585
1533835533.063632 ,0.990384042263031
1533835533.180666 ,0.9572411775588989
1533835533.2977974 ,1.0069553852081299
1533835533.4149528 ,1.0508208274841309
1533835533.5320482 ,0.9830730557441711
1533835533.6490822 ,1.0374175310134888
1533835533.7662053 ,1.0410728454589844
1533835533.883285 ,1.0191402435302734
1533835534.0003264 ,0.9779554605484009
1533835534.1175382 ,1.008173942565918
1533835534.2346761 ,1.0118293762207031
1533835534.3519099 ,1.0015939474105835
1533835534.46902 ,0.9677202105522156
1533835534.5861413 ,0.9998881816864014
1533835534.703187 ,1.02157723903656
1533835534.8203797 ,0.9869722723960876
1533835534.9374766 ,0.9623588919639587
1533835535.0545628 ,0.9950142502784729
1533835535.1715934 ,1.010123372077942
1533835535.2887282 ,0.988434374332428
1533835535.4058871 ,0.958459734916687
1533835535.5229905 ,1.0159721374511719
1533835535.64019 ,1.0149974822998047
1533835535.75735 ,0.9443252682685852
1533835535.874442 ,0.9986696839332581
1533835535.9915357 ,1.0193839073181152
1533835536.1085951 ,1.021089792251587
1533835536.2256713 ,0.9794176816940308
1533835536.3428721 ,1.01134192943573
1533835536.4600313 ,1.0386359691619873
1533835536.577058 ,0.9455438256263733
1533835536.6940901 ,0.9833167791366577
1533835536.8112683 ,1.039610743522644
1533835536.928848 ,1.0191402435302734
1533835537.0459485 ,0.9660142660140991
1533835537.1631598 ,0.9494429230690002
1533835537.2803867 ,1.0259637832641602
1533835537.39758 ,0.956266462802887
1533835537.5147388 ,0.9652832746505737
1533835537.6318064 ,0.9601655602455139
1533835537.7488585 ,1.0079301595687866
1533835537.8659582 ,0.9811235070228577
1533835537.9830172 ,0.955535352230072
1533835538.1000595 ,1.015241026878357
1533835538.217087 ,1.0337620973587036
1533835538.3342614 ,0.9613840579986572
1533835538.4514258 ,0.9825856685638428
1533835538.5712237 ,1.0476528406143188
1533835538.6884167 ,1.0028126239776611
1533835538.8055615 ,0.9908714294433594
1533835538.9226615 ,1.0115855932235718
1533835539.0397449 ,1.017678141593933
1533835539.15682 ,1.0110981464385986
1533835539.273916 ,0.9857537150382996
1533835539.3911297 ,1.0013504028320312
1533835539.5082648 ,1.0271822214126587
1533835539.6255138 ,0.9869722723960876
1533835539.7426805 ,0.9801487326622009
1533835539.8598435 ,0.9989133477210999
1533835539.9769988 ,1.000375509262085
1533835540.0943062 ,0.9745436906814575
1533835540.2115242 ,0.9872159361839294
1533835540.328765 ,1.0035436153411865
1533835540.4460504 ,0.9964764714241028
1533835540.5632248 ,0.9650395512580872
1533835540.6803153 ,1.000862956047058
1533835540.7975166 ,1.0037872791290283
1533835540.9147487 ,0.9360396265983582
1533835541.0319524 ,0.9764932990074158
1533835541.1490319 ,1.010123372077942
1533835541.2661443 ,1.0103671550750732
1533835541.3833938 ,0.9762495756149292
1533835541.5005639 ,1.0028126239776611
1533835541.617802 ,1.029862880706787
1533835541.7349768 ,0.9438378810882568
1533835541.852097 ,0.9894092082977295
1533835541.9692125 ,1.0349805355072021
1533835542.0862937 ,1.01134192943573
1533835542.203357 ,0.9784428477287292
1533835542.3204947 ,0.9684512615203857
1533835542.4377127 ,1.0327872037887573
1533835542.5548704 ,0.9448127150535583
1533835542.6719706 ,0.9540731310844421
1533835542.7891278 ,1.0249888896942139
1533835542.9062726 ,1.010123372077942
1533835543.0233836 ,0.9640647172927856
1533835543.1405842 ,0.9660142660140991
1533835543.2577546 ,1.0096360445022583
1533835543.375004 ,0.9599218368530273
1533835543.4921741 ,0.9684512615203857
1533835543.6092668 ,0.9594345092773438
1533835543.7263703 ,1.0169469118118286
1533835543.8434932 ,0.9862411618232727
1533835543.960579 ,0.982342004776001
1533835544.0776558 ,0.9986696839332581
1533835544.1947277 ,1.0089049339294434
1533835544.3118603 ,0.9859974384307861
1533835544.4290411 ,0.9638210535049438
1533835544.5461712 ,1.000375509262085
1533835544.6633937 ,0.9672328233718872
1533835544.7806065 ,0.9738126397132874
1533835544.8976798 ,0.9928209781646729
1533835545.0147636 ,1.0203588008880615
1533835545.1318278 ,0.9896529316902161
1533835545.2489092 ,0.9872159361839294
1533835545.3661416 ,1.0093923807144165
1533835545.4832752 ,1.0296192169189453
1533835545.6003757 ,0.9998881816864014
1533835545.7174833 ,0.9813672304153442
1533835545.8346107 ,0.9996444582939148
1533835545.9517102 ,1.006224274635315
1533835546.0687835 ,1.000375509262085
1533835546.185985 ,0.9801487326622009
1533835546.303202 ,1.0154846906661987
1533835546.4204988 ,1.0071990489959717
1533835546.5376399 ,0.9365270137786865
1533835546.6547384 ,0.999400794506073
1533835546.7718763 ,1.0025688409805298
1533835546.8888695 ,1.0011066198349
1533835547.0059552 ,0.9735689163208008
1533835547.123026 ,1.0020813941955566
1533835547.240097 ,1.0115855932235718
1533835547.3573453 ,0.9967200756072998
1533835547.474513 ,0.9772243499755859
1533835547.5919116 ,1.0025688409805298
1533835547.7090542 ,1.0149974822998047
1533835547.8261282 ,0.9557790756225586
1533835547.94319 ,0.9828293919563293
1533835548.0602424 ,1.0223082304000854
1533835548.1772683 ,0.9699134826660156
1533835548.2943928 ,0.9867285490036011
1533835548.4115605 ,1.0032999515533447
1533835548.5286345 ,1.0281569957733154
1533835548.6461616 ,0.9679639339447021
1533835548.7632596 ,0.9969637989997864
1533835548.8803432 ,1.0391234159469604
1533835548.9974265 ,1.0162159204483032
1533835549.1145482 ,0.9750310778617859
